

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
104.722  000.138  000.138: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/vsnip.vim
104.915  000.043  000.043: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Position.vim
105.015  000.009  000.009: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip.vim
105.173  000.675  000.485: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vsnip/snippet.vim
105.374  000.064  000.064: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/LSP/TextEdit.vim
105.564  000.029  000.029: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Text.vim
105.818  000.083  000.083: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/Vim/Buffer.vim
106.020  000.027  000.027: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/Vim/Option.vim
106.276  000.071  000.071: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vital/_vsnip/VS/LSP/Diff.vim
106.370  001.959  001.010: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vsnip/session.vim
106.469  002.145  000.186: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/autoload/vsnip.vim
106.620  002.393  000.248: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/vim-vsnip/plugin/vsnip.vim
106.739  001.477: loading packages
107.246  000.044  000.044: require('cmp_buffer.timer')
107.250  000.224  000.181: require('cmp_buffer.buffer')
107.253  000.335  000.110: require('cmp_buffer.source')
107.255  000.366  000.031: require('cmp_buffer')
107.275  000.398  000.032: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
107.488  000.168  000.168: require('cmp_cmdline')
107.503  000.195  000.026: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
107.552  000.016  000.016: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
107.864  000.265  000.265: require('cmp_path')
107.925  000.337  000.072: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
108.284  000.254  000.254: require('cmp_luasnip')
108.333  000.337  000.083: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
108.501  000.099  000.099: sourcing /home/shubh-deb/.local/share/nvim/site/pack/packer/start/indent-blankline.nvim/after/plugin/commands.lua
108.521  000.401: loading after plugins
108.537  000.016: inits 3
110.486  001.949: reading ShaDa
111.207  000.300  000.300: require('luasnip.loaders.from_lua')
111.480  000.267  000.267: require('luasnip.loaders.from_snipmate')
111.814  000.331  000.331: require('luasnip.loaders.from_vscode')
111.846  000.462: opening buffers
111.975  000.073  000.073: require('bufferline.state')
112.087  000.168: BufEnter autocommands
112.090  000.003: editing files in windows
112.247  000.128  000.128: require('mason-core.terminator')
130.974  000.193  000.193: require('mason-core.functional.type')


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.008  000.008: --- NVIM STARTING ---
000.184  000.176: event init
000.282  000.097: early init
000.329  000.047: locale set
000.421  000.092: init first window
000.754  000.334: inits 1
000.763  000.008: window checked
000.766  000.004: parsing arguments
001.343  000.070  000.070: require('vim.shared')
001.487  000.056  000.056: require('vim._options')
001.489  000.141  000.085: require('vim._editor')
001.491  000.272  000.061: require('vim._init_packages')
001.493  000.454: init lua interpreter
002.216  000.722: expanding arguments
002.266  000.050: inits 2
002.643  000.377: init highlight
